customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges.Monthly,account_Charges.Total,Contas_Diarias,Churn_Bin,customer_gender_Bin
2692-Pfytj,No,Female,0,No,No,1,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,25.75,25.75,0.86,0.0,0
2694-Ciumo,No,Female,0,No,No,12,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),79.55,958.25,2.65,0.0,0
2696-Ecxkc,No,Female,0,Yes,Yes,55,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,One Year,No,Mailed Check,100.9,5448.6,3.36,0.0,0
2696-Nartr,Yes,Male,0,No,No,11,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,73.85,926.25,2.46,1.0,1
2696-Rzvzw,No,Male,0,Yes,No,68,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),25.05,1629.2,0.84,0.0,1
2697-Nqbpf,No,Male,0,No,No,34,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,105.35,3540.65,3.51,0.0,1
2700-Lueva,No,Male,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Credit Card (Automatic),20.75,20.75,0.69,0.0,1
2703-Amtul,No,Male,0,Yes,Yes,36,Yes,No,Dsl,Yes,Yes,No,No,No,No,One Year,No,Mailed Check,53.65,1939.35,1.79,0.0,1
2706-Qzihy,No,Female,0,Yes,No,15,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,25.2,387.9,0.84,0.0,0
2709-Uqgnp,No,Male,0,No,No,10,Yes,No,Dsl,Yes,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,51.65,524.5,1.72,0.0,1
2710-Wyvxg,No,Female,0,No,No,3,Yes,No,Dsl,Yes,Yes,No,Yes,No,Yes,Two Year,No,Mailed Check,71.1,213.35,2.37,0.0,0
2712-Syway,No,Female,0,No,No,1,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Electronic Check,25.7,25.7,0.86,0.0,0
2716-Gfzor,No,Male,0,Yes,No,43,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),86.1,3551.65,2.87,0.0,1
2717-Hvizy,No,Female,0,No,Yes,8,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.05,163.6,0.67,0.0,0
2718-Gaxqd,Yes,Female,1,Yes,Yes,4,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Electronic Check,46.0,181.6,1.53,1.0,0
2718-Yskcs,No,Male,0,Yes,Yes,71,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer (Automatic),19.6,1387.45,0.65,0.0,1
2719-Bdaqo,Yes,Male,0,No,No,17,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,93.85,1625.65,3.13,1.0,1
2720-Fvbqp,No,Female,0,Yes,Yes,6,Yes,Yes,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),48.95,273.25,1.63,0.0,0
2720-Wgkhp,Yes,Male,1,No,No,2,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,94.0,181.7,3.13,1.0,1
2722-Jmoni,Yes,Female,1,Yes,No,1,Yes,No,Dsl,Yes,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,49.55,49.55,1.65,1.0,0
2722-Vojql,Yes,Male,0,No,No,64,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card (Automatic),105.65,6903.1,3.52,1.0,1
2724-Fjdyw,No,Male,0,No,Yes,39,No,No Phone Service,Dsl,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Transfer (Automatic),54.85,2191.7,1.83,0.0,1
2725-Iwwba,No,Male,0,Yes,Yes,46,Yes,No,Dsl,Yes,No,Yes,Yes,No,No,One Year,No,Mailed Check,56.9,2560.1,1.9,0.0,1
2725-Kxxwt,Yes,Male,0,Yes,No,1,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,90.75,90.75,3.02,1.0,1
2725-Ttriq,No,Female,0,Yes,Yes,72,Yes,Yes,Dsl,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),84.2,5986.55,2.81,0.0,0
2729-Vnvap,No,Female,0,Yes,Yes,33,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.8,641.35,0.66,0.0,0
2731-Gjrdg,No,Female,0,No,No,32,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),109.55,3608,3.65,0.0,0
2732-Isezx,No,Female,0,No,No,5,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,20.5,104.3,0.68,0.0,0
2737-Wfvyw,Yes,Female,0,No,No,2,No,No Phone Service,Dsl,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,45.25,85.5,1.51,1.0,0
2737-Yngyw,Yes,Female,0,No,No,2,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,No,Electronic Check,80.55,184.1,2.68,1.0,0
2739-Cacdq,No,Female,1,No,No,17,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),82.65,1470.05,2.76,0.0,0
2739-Cczmb,No,Male,0,No,Yes,5,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Credit Card (Automatic),20.35,122,0.68,0.0,1
2740-Jfbok,No,Male,0,No,No,10,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Electronic Check,24.0,226.55,0.8,0.0,1
2740-Tvlfn,No,Male,0,No,No,1,Yes,Yes,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,50.15,50.15,1.67,0.0,1
2746-Dijlo,No,Female,0,No,No,41,Yes,Yes,Dsl,No,Yes,No,No,No,No,One Year,Yes,Credit Card (Automatic),56.3,2364,1.88,0.0,0
2748-Myrvk,Yes,Female,0,No,No,63,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,One Year,No,Bank Transfer (Automatic),99.9,6137,3.33,1.0,0
2749-Ctkaj,No,Male,0,Yes,Yes,22,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,20.15,419.9,0.67,0.0,1
2750-Bjlsb,No,Female,0,No,No,47,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Electronic Check,103.7,4730.6,3.46,0.0,0
2753-Jmmcv,No,Male,0,No,No,65,Yes,Yes,Dsl,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card (Automatic),74.2,4805.65,2.47,0.0,1
2754-Sdjrd,No,Female,1,No,No,8,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),100.15,908.55,3.34,0.0,0
2754-Vdltr,Yes,Male,0,No,Yes,10,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,95.2,930.4,3.17,1.0,1
2754-Xbhtb,Yes,Female,0,No,No,9,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),77.65,714.15,2.59,1.0,0
2758-Rnwxs,No,Male,0,No,No,35,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,One Year,Yes,Electronic Check,89.2,3251.3,2.97,0.0,1
2761-Ociax,Yes,Male,1,No,No,2,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.7,165.4,2.49,1.0,1
2761-Xecqw,No,Male,1,Yes,No,8,No,No Phone Service,Dsl,No,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Mailed Check,43.35,371.4,1.44,0.0,1
2770-Nsvdg,No,Male,0,Yes,No,24,No,No Phone Service,Dsl,No,No,Yes,No,No,No,Month-To-Month,No,Electronic Check,29.1,688,0.97,0.0,1
2773-Madbq,No,Female,0,No,No,36,No,No Phone Service,Dsl,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Mailed Check,53.1,1901.25,1.77,0.0,0
2773-Ovbpk,No,Male,0,Yes,No,67,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),111.3,7567.2,3.71,0.0,1
2774-Lvqus,Yes,Female,1,Yes,No,15,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,83.05,1258.3,2.77,1.0,0
2775-Sefee,No,Male,0,No,Yes,0,Yes,Yes,Dsl,Yes,Yes,No,Yes,No,No,Two Year,Yes,Bank Transfer (Automatic),61.9,,2.06,0.0,1
2777-Phdei,Yes,Female,0,No,No,1,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,No,Electronic Check,78.05,78.05,2.6,1.0,0
2778-Oclgr,Yes,Male,1,Yes,No,24,No,No Phone Service,Dsl,Yes,No,No,No,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),39.1,971.3,1.3,1.0,1
2782-Jeebu,No,Male,0,No,No,21,No,No Phone Service,Dsl,No,Yes,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,36.0,780.15,1.2,0.0,1
2782-Lfzvw,No,Female,0,No,No,11,Yes,Yes,Dsl,No,No,No,No,No,Yes,Month-To-Month,Yes,Mailed Check,58.95,601.6,1.96,0.0,0
2786-Gcdpi,No,Female,1,No,No,50,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,104.95,5222.35,3.5,0.0,0
2788-Cjqaq,No,Male,0,No,No,13,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,19.45,270.2,0.65,0.0,1
2789-Czanw,No,Female,0,Yes,Yes,64,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Transfer (Automatic),110.3,6997.3,3.68,0.0,0
2789-Hqbou,No,Male,0,No,No,3,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,80.35,253.8,2.68,0.0,1
2790-Xuymv,No,Male,0,No,Yes,71,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,One Year,Yes,Credit Card (Automatic),85.45,6028.95,2.85,0.0,1
2791-Sfvew,No,Female,0,No,No,9,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Bank Transfer (Automatic),20.15,238.15,0.67,0.0,0
2792-Lshwx,No,Female,0,No,No,1,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,83.4,83.4,2.78,0.0,0
2792-Vppet,No,Male,0,No,No,3,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Electronic Check,20.5,76.95,0.68,0.0,1
2794-Ximmo,Yes,Male,0,Yes,No,53,No,No Phone Service,Dsl,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Electronic Check,60.45,3184.25,2.02,1.0,1
2796-Nnufi,No,Female,0,Yes,Yes,46,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,19.95,927.1,0.66,0.0,0
2796-Uuzzo,No,Male,0,Yes,Yes,63,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),80.3,4896.35,2.68,0.0,1
2798-Nylmz,No,Male,0,Yes,No,71,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),108.55,7616,3.62,0.0,1
2799-Arnlo,No,Female,1,Yes,No,5,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.35,341.6,2.31,0.0,0
2799-Tslag,No,Female,0,Yes,Yes,65,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer (Automatic),25.3,1748.55,0.84,0.0,0
2800-Qquso,No,Male,0,No,No,42,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,100.3,4222.95,3.34,0.0,1
2800-Veqxm,No,Female,0,No,No,3,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Mailed Check,74.75,238.1,2.49,0.0,0
2801-Nisei,No,Male,0,No,No,24,Yes,No,Dsl,Yes,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,54.95,1348.5,1.83,0.0,1
2804-Etqdk,No,Male,0,No,Yes,66,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,20.55,1357.1,0.68,0.0,1
2805-Aufqn,No,Female,0,No,No,25,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.8,475.2,0.66,0.0,0
2805-Edjpq,No,Female,0,Yes,Yes,56,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card (Automatic),99.75,5608.4,3.32,0.0,0
2806-Mlnti,No,Male,1,Yes,No,52,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),105.1,5376.4,3.5,0.0,1
2808-Chtdm,No,Female,0,Yes,Yes,23,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,25.1,611.45,0.84,0.0,0
2809-Ilcyt,No,Female,0,Yes,No,25,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,26.8,733.55,0.89,0.0,0
2809-Zmyoq,No,Female,0,No,No,32,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,101.35,3334.9,3.38,0.0,0
2810-Ftlem,Yes,Female,0,No,No,16,Yes,No,Dsl,Yes,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,50.15,762.25,1.67,1.0,0
2811-Povex,No,Female,1,Yes,Yes,23,Yes,No,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),88.45,2130.55,2.95,0.0,0
2812-Enymo,No,Male,0,No,No,26,No,No Phone Service,Dsl,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card (Automatic),54.55,1362.85,1.82,0.0,1
2812-Reyat,No,Female,0,Yes,No,49,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Transfer (Automatic),20.05,923.1,0.67,0.0,0
2812-Sfxmj,No,Male,0,No,Yes,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.05,20.05,0.67,0.0,1
2815-Cptul,Yes,Male,1,No,No,5,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,70.25,331.9,2.34,1.0,1
2817-Lvcpp,No,Female,0,No,No,50,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.4,1023.95,0.65,0.0,0
2817-Ntqdo,Yes,Male,0,No,No,13,No,No Phone Service,Dsl,Yes,No,No,Yes,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),45.55,597,1.52,1.0,1
2819-Gweni,No,Female,0,Yes,Yes,28,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,19.9,543,0.66,0.0,0
2821-Warnz,No,Female,0,No,Yes,49,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card (Automatic),19.45,921.3,0.65,0.0,0
2823-Lkabh,No,Female,0,No,No,18,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),95.05,1679.4,3.17,0.0,0
2824-Dxnkn,No,Female,0,Yes,Yes,72,Yes,Yes,Dsl,Yes,No,Yes,No,Yes,No,Two Year,Yes,Bank Transfer (Automatic),71.45,5025.85,2.38,0.0,0
2824-Myybn,No,Female,0,Yes,Yes,37,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,95.25,3314.15,3.18,0.0,0
2826-Dxlqo,No,Male,1,Yes,No,7,No,No Phone Service,Dsl,Yes,No,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),29.8,220.45,0.99,0.0,1
2826-Uwhis,No,Male,0,Yes,No,45,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),81.4,3775.85,2.71,0.0,1
2828-Slqpf,No,Male,0,No,No,19,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),45.0,865.85,1.5,0.0,1
2829-Hyvzp,No,Male,0,No,No,29,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,19.8,572.2,0.66,0.0,1
2830-Lewoa,No,Male,0,Yes,Yes,61,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card (Automatic),103.9,6449.15,3.46,0.0,1
2831-Ebwrn,No,Male,0,No,No,4,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,45.9,199.75,1.53,0.0,1
2832-Kjcrd,No,Female,0,No,No,38,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,103.65,3988.5,3.46,0.0,0
2832-Scuco,No,Female,0,No,No,2,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Electronic Check,19.9,57.4,0.66,0.0,0
2833-Slkdq,Yes,Male,0,No,No,1,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Mailed Check,45.05,45.05,1.5,1.0,1
2834-Jkoow,No,Female,0,No,No,15,No,No Phone Service,Dsl,Yes,Yes,Yes,Yes,No,No,One Year,No,Mailed Check,45.9,693.45,1.53,0.0,0
2834-Jrtua,Yes,Male,0,No,No,71,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic Check,108.05,7532.15,3.6,1.0,1
2834-Spcjv,Yes,Male,0,Yes,No,52,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Month-To-Month,No,Electronic Check,84.1,4348.65,2.8,1.0,1
2839-Rfsqe,Yes,Female,0,No,No,2,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.65,38.7,0.69,1.0,0
2840-Xanrc,Yes,Male,1,Yes,No,24,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,93.15,2231.05,3.1,1.0,1
2842-Bcqge,No,Male,0,No,No,43,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),75.35,3161.4,2.51,0.0,1
2842-Jtccu,Yes,Male,0,No,No,2,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),46.05,80.35,1.54,1.0,1
2843-Cqmeg,No,Male,0,No,No,24,Yes,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Mailed Check,49.7,1218.25,1.66,0.0,1
2845-Afftx,Yes,Male,1,Yes,No,41,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,99.8,4259.3,3.33,1.0,1
2845-Hsjcy,Yes,Female,0,Yes,Yes,14,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,87.25,1258.6,2.91,1.0,0
2845-Kdhvx,No,Female,0,Yes,No,64,Yes,No,Dsl,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Mailed Check,68.3,4378.8,2.28,0.0,0
2848-Yxsmw,No,Male,0,Yes,Yes,72,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.4,1363.25,0.65,0.0,1
2851-Mmutz,No,Female,0,No,No,27,Yes,No,Dsl,No,Yes,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,56.15,1439.35,1.87,0.0,0
2851-Sterv,No,Male,1,No,No,35,Yes,No,Dsl,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Electronic Check,73.0,2471.25,2.43,0.0,1
2853-Cwqfq,No,Male,0,No,Yes,1,Yes,No,Dsl,No,No,No,Yes,No,Yes,Month-To-Month,Yes,Mailed Check,59.55,59.55,1.98,0.0,1
2855-Qowgp,,Male,0,No,Yes,34,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Electronic Check,103.8,3470.8,3.46,0.0,1
2856-Hyapg,Yes,Female,0,No,No,1,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,No,Electronic Check,68.65,68.65,2.29,1.0,0
2856-Nnasm,Yes,Male,1,No,No,43,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Mailed Check,89.55,3856.75,2.98,1.0,1
2858-Eimxh,No,Female,1,Yes,No,53,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),95.85,5016.25,3.2,0.0,0
2858-Mofsq,Yes,Female,0,No,Yes,17,Yes,Yes,Dsl,No,No,Yes,No,No,No,One Year,Yes,Mailed Check,55.85,937.5,1.86,1.0,0
2860-Ranus,Yes,Female,1,No,No,20,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),85.8,1727.5,2.86,1.0,0
2862-Jveoy,No,Male,0,No,No,6,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,19.15,124.4,0.64,0.0,1
2862-Pfnik,No,Male,0,No,Yes,1,No,No Phone Service,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,24.7,24.7,0.82,0.0,1
2863-Imqdr,No,Female,0,No,No,61,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Electronic Check,89.65,5308.7,2.99,0.0,0
2865-Tchjw,Yes,Female,1,No,No,4,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,89.2,346.2,2.97,1.0,0
2866-Ikbtm,No,Female,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.55,19.55,0.65,0.0,0
2867-Uimss,Yes,Male,0,No,No,1,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,No,Electronic Check,80.5,80.5,2.68,1.0,1
2868-Llskm,No,Female,0,Yes,Yes,68,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,One Year,Yes,Bank Transfer (Automatic),83.65,5733.4,2.79,0.0,0
2868-Mzagq,Yes,Male,0,No,No,1,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,79.25,79.25,2.64,1.0,1
2868-Snelz,Yes,Female,0,No,No,2,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,No,Mailed Check,80.6,155.8,2.69,1.0,0
2869-Adawr,Yes,Female,0,No,No,45,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),89.3,4016.85,2.98,1.0,0
2873-Zliwt,Yes,Female,0,Yes,Yes,40,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,84.85,3303.05,2.83,1.0,0
2874-Yxvva,No,Female,0,No,No,34,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,105.1,3634.8,3.5,0.0,0
2876-Gzyzc,No,Female,0,No,No,13,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,85.95,1215.65,2.86,0.0,0
2876-Vbbbl,Yes,Female,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,20.25,20.25,0.68,1.0,0
2877-Vduer,No,Female,0,Yes,Yes,35,No,No Phone Service,Dsl,No,No,No,Yes,Yes,No,One Year,No,Mailed Check,40.9,1383.6,1.36,0.0,0
2878-Dhmin,No,Male,0,Yes,Yes,35,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Electronic Check,19.9,666,0.66,0.0,1
2878-Rmwxy,No,Male,1,Yes,No,72,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card (Automatic),102.65,7550.3,3.42,0.0,1
2880-Fpnae,No,Male,1,Yes,No,2,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,74.2,140.1,2.47,0.0,1
2882-Ddzpg,No,Female,0,No,No,12,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Bank Transfer (Automatic),19.45,227.45,0.65,0.0,0
2882-Wdtba,No,Male,0,Yes,Yes,69,Yes,No,Dsl,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Transfer (Automatic),75.75,5388.15,2.52,0.0,1
2883-Ilgwo,No,Male,1,No,No,57,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),104.9,5913.95,3.5,0.0,1
